COSING Ref No,INCI name,INN name,Ph. Eur. Name,CAS No,Chem/IUPAC Name / Description,Restriction,Function,Update Date
84228,LAVANDULA SPICA FLOWER/LEAF/STEM EXTRACT,,, 97722-12-8,"Lavandula Spica Flower/Leaf/Stem Extract is an extract of the flowers, leaves and stems of the Spikenard, Lavandula spica, Labiatae",,SKIN CONDITIONING,15/10/2010
40371,LAVANDULA SPICA HERB EXTRACT,,, 97722-12-8,"Lavandula Spica Herb Extract is an extract obtained from the flowering herbs of the Spikenard, Lavandula spica (syn: Lavandula latifolia), Labiatae",,PERFUMING,02/03/2011
40372,LAVANDULA SPICA HERB OIL,,, 97722-12-8,"""Spike Oil"". Lavandula Spica Herb Oil is an essential oil distilled from the flowering herbs of the Spikenard, Lavandula spica (syn: Lavandula latifolia), Labiatae. It contains eucalyptol (35%), camphor, linalool, borneol, terpineol, D-camphene and sesquiterpenes",,PERFUMING,02/03/2011
34316,HYDRANGEA MACROPHYLLA EXTRACT,,, 97722-03-7,"Hydrangea Macrophylla Extract is an extract of the Hydrangea, Hydrangea macrophylla, Saxifragaceae",,"MASKING, SKIN CONDITIONING",15/10/2010
56410,HYDRANGEA MACROPHYLLA LEAF EXTRACT,,, 97722-03-7,"Hydrangea Macrophylla Leaf Extract is an extract of the leaves of Hydrangea macrophylla, Saxifragaceae",,SKIN CONDITIONING,15/10/2010
56411,HYDRANGEA MACROPHYLLA ROOT EXTRACT,,, 97722-03-7,"Hydrangea Macrophylla Root Extract is an extract of the roots of Hydrangea macrophylla, Saxifragaceae",,SKIN CONDITIONING,15/10/2010
38441,TALL OIL GLYCERIDES,,, 97722-02-6,"Glycerides, tall-oil mono-, di-, and tri-",,"EMOLLIENT, SKIN CONDITIONING",15/10/2010
37733,SODIUM BEESWAX,,, 97721-96-5,"Fatty acids, beeswax, sodium salts",,"EMULSIFYING, SKIN CONDITIONING",15/10/2010
57019,PASSIFLORA INCARNATA SEED OIL,,, 97676-26-1,"Passiflora Incarnata Seed Oil is the oil expressed from the seeds of Passion Flower, Passiflora incarnata L., Passifloraceae",,SKIN PROTECTING,15/10/2010
83977,PASSIFLORA INCARNATA SEED POWDER,,, 97676-26-1,"Passiflora Incarnata Seed Powder is the powder obtained from the dried, ground seeds of Passion Flower, Passiflora incarnata L., Passifloraceae",,"ABRASIVE, SKIN CONDITIONING",15/10/2010
56164,GENTIANA PROSTRATA EXTRACT,,, 97676-22-7,"Gentiana Prostrata Extract is an extract of the plant, Gentiana Prostrata, Gentianaceae",,SKIN CONDITIONING,15/10/2010
59788,TRACHYSPERMUM AMMI FLOWER EXTRACT,,, 97676-13-6,"Trachyspermum Ammi Flower Extract is an extract of the flowers of the Trachyspermum ammi, Umbelliferae",,ORAL CARE,15/10/2010
58435,SORGHUM VULGARE SEED/SKIN/STALK EXTRACT,,, 97676-10-3,"Sorghum Vulgare Seed/Skin/Stalk Extract is the extract of seeds, skin and stalks of the Cafir Corn, Sorghum vulgare, Poaceae",,SKIN CONDITIONING,15/10/2010
82500,ROSA ODORATA EXTRACT,,, 97676-09-0,"Rosa Odorata Extract is the extract of the whole plant, Rosa odorata, Rosaceae",,"ASTRINGENT, HUMECTANT",15/10/2010
94911,PINUS PUMILA NEEDLE EXTRACT,,, 97676-05-6,"Pinus Pumila Needle Extract is the extract of the needles of Pinus pumila, Pinaceae.",III/114,"HAIR CONDITIONING, HUMECTANT, SKIN CONDITIONING",08/12/2017
41483,PINUS PUMILA TWIG LEAF EXTRACT,,, 97676-05-6,"Pinus Pumila Twig Leaf Extract obtained from the twigs leaves of the Pine, Pinus pumila, Pinaceae",III/114,PERFUMING,15/10/2010
41484,PINUS PUMILA TWIG LEAF OIL,,, 97676-05-6,"Pinus Pumila Twig Leaf Oil is the essential oil obtained from the twigs leaves of the Pine, Pinus pumila, Pinaceae",III/114,PERFUMING,15/10/2010
36593,PINUS PUMILIO BARK EXTRACT,,, 97676-05-6,"Pinus Pumilio Bark Extract is an extract of the bark of the Mountain Pine, Pinus pumilio, Pinaceae",,"PERFUMING, TONIC",15/10/2010
82218,PINUS PUMILIO BRANCH/LEAF OIL,,, 97676-05-6,"Pinus Pumilio Oil is the volatile oil distilled from the needles and branches of the Mountain Pine, Pinus pumilio, Pinaceae",,"MASKING, PERFUMING",15/10/2010
36594,PINUS PUMILIO LEAF EXTRACT,,, 97676-05-6,"Pinus Pumilio Leaf Extract is an extract of the needles of the Mountain Pine, Pinus pumilio, Pinaceae",,"PERFUMING, TONIC",15/10/2010
35136,MALIC ACID,,, 97-67-6,"Butenedioic acid, hydroxy-, (2S)-",,BUFFERING,15/10/2010
82838,EUCALYPTUS MACULATA EXTRACT,,, 97675-77-9,"Eucalyptus Maculata Extract is the extract of the whole plant, Eucalyptus maculata, Myrtaceae",,SKIN CONDITIONING,15/10/2010
55231,CANARIUM COMMUNE GUM OIL,,, 97675-63-3,"Canarium Commune Gum Oil is the volatile oil obtained from the gum of Canarium commune L., Burseraceae",,"MASKING, TONIC",15/10/2010
54778,AVERRHOA CARAMBOLA FRUIT EXTRACT,,, 97675-54-2,"Averrhoa Carambola Fruit Extract is an extract of the fruit of Averrhoa carambola L., Oxalidaceae",,SKIN CONDITIONING,15/10/2010
87017,AVERRHOA CARAMBOLA FRUIT JUICE,,, 97675-54-2,"Averrhoa Carambola Fruit Juice is the juice expressed from the fruit of the Averrhoa carambola L., Oxalidaceae",,SKIN CONDITIONING,15/10/2010
54779,AVERRHOA CARAMBOLA LEAF EXTRACT,,, 97675-54-2,"Averrhoa Carambola Leaf Extract is an extract of the leaves of Averrhoa carambola L., Oxalidaceae",,"HUMECTANT, SKIN CONDITIONING",15/10/2010
86010,AMOMUM SUBULATUM SEED EXTRACT,,, 97675-52-0,"Amomum Subulatum Seed Extract is the extract of the seeds of Amomum subulatum, Zingiberaceae",,SKIN CONDITIONING,15/10/2010
79036,SODIUM ALUMINUM CHLOROHYDROXY LACTATE,,, 97660-24-7 / 8038-93-5,"Aluminum, chloro hydroxy lactate sodium complexes",,"ANTIPERSPIRANT, ASTRINGENT, DEODORANT",15/10/2010
85293,ROSA BORBONIANA FLOWER EXTRACT,,, 97660-07-6,"Rosa Borboniana Flower Extract is the extract of the flowers of Rosa borboniana, Rosaceae",,SKIN CONDITIONING,15/10/2010
84395,ROSA BORBONIANA FLOWER WATER,,, 97660-07-6,"Rosa Borboniana Flower Water is the aqueous solution of the steam distillate of the flowers of Rosa borboniana, Rosaceae",,"MASKING, PERFUMING, SKIN CONDITIONING",15/10/2010
40369,LAVANDULA OFFICINALIS EXTRACT SULFURIZED PALLADIUM SALT,,, 97660-01-0,"Palladium salts of the sulfurized extract obtained from the Lavender, Lavandula officinalis (syn.: L. vera), Labiatae",,PERFUMING,02/03/2011
93738,CINNAMOMUM LOUREIROI BARK EXTRACT,,, 97659-68-2,"Cinnamon (Cinnamomum Loureirii) Extract,Cinnamon Extract",,SKIN CONDITIONING,26/02/2016
82239,BENINCASA CERIFERA FRUIT EXTRACT,,, 97659-61-5,"Benincasa Cerifera Fruit Extract is an extract of the fruits of Benincasa cerifera, Cucurbitaceae",,SKIN CONDITIONING,15/10/2010
82240,BENINCASA CERIFERA SEED EXTRACT,,, 97659-61-5,"Benincasa Cerifera Seed Extract is an extract of the seeds of Benincasa cerifera, Cucurbitaceae",,SKIN CONDITIONING,15/10/2010
54504,ARNICA CHAMISSONIS FLOWER EXTRACT,,, 97659-55-7,"Arnica Chamissonis Flower Extract is an extract of the flowers of Arnica chamissonis, Compositae",,"MASKING, SKIN CONDITIONING",15/10/2010
75832,DISODIUM DICARBOXYETHYL COCOPROPYLENEDIAMINE,,, 97659-50-2,"Amines, N-C8-22-alkyltrimethylenedi-, acrylated, sodium salts",,"HAIR CONDITIONING, HYDROTROPE, SURFACTANT",15/10/2010
54243,ACACIA SENEGAL FLOWER/STEM EXTRACT,,, 97659-43-3,"Acacia Senegal Flower/Stem Extract is an extract of the flowers and stems of the acacia, Acacia senegal, Leguminosae",,VISCOSITY CONTROLLING,15/10/2010
97554,ITACONIC ACID,,, 97-65-4,"Butanedioic acid, 2-methylene-",,"ANTIMICROBIAL, BUFFERING, EMOLLIENT, SKIN CONDITIONING",14/10/2019
33827,ETHYL LACTATE,,, 97-64-3,"Propanoic acid, 2-hydroxy-, ethyl ester",,"PERFUMING, SOLVENT",15/10/2010
77509,LYSINE PCA,,, 97635-57-9 / 97635-56-8,"5-Oxo-2-pyrrolidinecarboxylic acid, compound with lysine (1:1)",,"ANTISTATIC, HUMECTANT, SKIN CONDITIONING",15/10/2010
93711,POTASSIUM LAUROYL GLYCINATE,,, 97632-95-6,,,"ANTIOXIDANT, CLEANSING, SURFACTANT",19/11/2015
33832,ETHYL METHACRYLATE,,, 97-63-2,Ethyl methacrylate,,VISCOSITY CONTROLLING,15/10/2010
39887,ETHYL ISOBUTYRATE,,, 97-62-1,Ethyl 2-methylpropanoate,,PERFUMING,02/03/2011
78961,STEARAMIDOPROPYL CETEARYL DIMONIUM TOSYLATE,,, 97616-63-2,"1-Propanaminium, N-(mixed octadecyl and hexadecyl)-N,N-dimethyl-3-(1-oxooctadecyl)amino-, 4-methylbenzenesulfonate",,ANTISTATIC,15/10/2010
92489,FISH EXTRACT,,, 97615-94-6,Pisces Extract (EU),,NOT REPORTED,15/07/2015
36606,PISCES EXTRACT,,, 97615-94-6,Pisces Extract is an extract obtained from mixed fish,,"MOISTURISING, SKIN CONDITIONING",15/10/2010
40833,METHYLVALERIC ACID,,, 97-61-0,2-Methylpentanoic acid,,PERFUMING,02/03/2011
31411,ALLANTOIN,allantoin,, 97-59-6,"Urea, (2,5-dioxo-4-imidazolidinyl)-",,"SKIN CONDITIONING, SKIN PROTECTING, SOOTHING",15/10/2010
96647,CASSIA AURICULATA LEAF EXTRACT,,, 97593-53-8,"Cassia Auriculata Leaf Extract is the extract of the leaves of Cassia auriculata, Fabaceae. (The accepted scientific name for Cassia auriculata is Senna auriculata).",,SKIN CONDITIONING,02/04/2019
74842,CASSIA AURICULATA LEAF POWDER,,, 97593-53-8,"Cassia Auriculata Leaf Powder is a powder of the dried, ground leaves of Cassia auriculata L., Leguminosae",,SKIN CONDITIONING,15/10/2010
59360,ROSA SPINOSISSIMA FRUIT EXTRACT,,, 97593-52-7,"Rosa Spinosissima Fruit Extract is an extract of the fruit of the Rose, Rosa spinosissima L., Rosaceae",,TONIC,15/10/2010
59351,ROSA MULTIFLORA FLOWER CERA,,, 97593-51-6,"Rosa Multiflora Flower Cera is the wax obtained from the flowers of the Rose, Rosa multiflora, Rosaceae",,"EMOLLIENT, SKIN CONDITIONING, VISCOSITY CONTROLLING",15/10/2010
96772,ROSA MULTIFLORA FLOWER WATER,,, 97593-51-6,Rosa Multiflora Flower Water is the aqueous solution of the steam distillates derived from the flowers of Rosa multiflora (Rosaceae).,,"HUMECTANT, SKIN CONDITIONING",25/04/2019
92819,ROSA MULTIFLORA FLOWER WAX,,, 97593-51-6,"Rosa Multiflora Flower Wax is the wax obtained from the flowers of Rosa multiflora, Rosaceae",,"SKIN CONDITIONING, VISCOSITY CONTROLLING",06/07/2015
59352,ROSA MULTIFLORA FRUIT,,, 97593-51-6,"Rosa Multiflora Fruit is the fruit of the Rose, Rosa multiflora, Rosaceae",,MOISTURISING,15/10/2010
59353,ROSA MULTIFLORA FRUIT EXTRACT,,, 97593-51-6,"Rosa Multiflora Fruit Extract is an extract of the fruit of the Rose, Rosa multiflora, Rosaceae",,"MASKING, TONIC",15/10/2010
82913,ROSA MULTIFLORA ROOT EXTRACT,,, 97593-51-6,"Rosa Multiflora Root Extract is the extract of the roots of the Rose, Rosa multiflora, Rosaceae",,"HAIR CONDITIONING, SKIN CONDITIONING",15/10/2010
86512,PHYLLANTHUS URINARIA EXTRACT,,, 97593-47-0,"Phyllanthus Urinaria Extract is the extract of the whole plant, Phyllanthus urinaria L., Phyllanthaceae",,"ANTIOXIDANT, ASTRINGENT, BLEACHING, SKIN PROTECTING",15/10/2010
34412,HYDROGENATED VEGETABLE GLYCERIDES CITRATE,,, 97593-31-2,"Glycerides, C8-21 and C8-21-unsatd. mono- and di-, citrates",,"EMOLLIENT, EMULSIFYING, SKIN CONDITIONING, STABILISING",15/10/2010
88612,COFFEA CANEPHORA FLOWER EXTRACT,,, 97593-13-0,"Coffea Canephora Flower Extract is the extract of the flowers of Coffea canephora, Rubiaceae",Reported Functions as Fragrance Ingredients,MASKING,04/06/2014
55649,COFFEA CANEPHORA SEED EXTRACT,,, 97593-13-0,"Coffea Canephora Seed Extract is the extract of the seeds of Coffea canephora, Rubiaceae",,"EMOLLIENT, SKIN CONDITIONING",15/10/2010
55650,COFFEA ROBUSTA SEED EXTRACT,,, 97593-13-0,"Coffea Robusta Seed Extract is an extract of the beans of Coffea robusta, Rubiaceae",,SKIN CONDITIONING,15/10/2010
55651,COFFEA ROBUSTA SEED POWDER,,, 97593-13-0,"Coffea Robusta Seed Powder is the powder obtained from the dried, ground seeds of Coffea robusta",,ABRASIVE,15/10/2010
83702,ANGELICA JAPONICA EXTRACT,,, 97593-07-2,"Angelica Japonica Extract is the extract of the whole plant, Angelica japonica, Apiaceae",,SKIN CONDITIONING,15/10/2010
86564,ALLIUM VICTORIALIS EXTRACT,,, 97593-04-9,"Allium Victorialis Extract is the extract of the whole plant, Allium victorialis L., Amaryllidaceae",,"ANTIOXIDANT, SKIN CONDITIONING, SKIN PROTECTING",15/10/2010
59007,PONCIRUS TRIFOLIATA FRUIT EXTRACT,,, 97553-50-9,"Poncirus Trifoliata Fruit Extract is an extract of the fruit of Poncirus trifoliata, Rutaceae",,SKIN CONDITIONING,15/10/2010
82465,PINUS PONDEROSA BRANCH/LEAF OIL,,, 97553-47-4,"Pinus Ponderosa Branch/Leaf Oil is the volatile oil obtained from the branches and needles of Pinus ponderosa, Pinaceae",,MASKING,15/10/2010
83382,KUNZEA AMBIGUA BRANCH/LEAF/TWIG OIL,,, 97553-36-1,"Kunzea Ambigua Branch/Leaf/Twig Oil is the volatile oil obtained from the branches, leaves and twigs of the Tickbush, Kunzea ambigua, Myrtaceae",,MASKING,15/10/2010
35783,PALM GLYCERIDE,,, 97553-32-7,"Glycerides, palm-oil mono-",,"EMOLLIENT, EMULSIFYING",15/10/2010
34653,ISOEUGENOL,,, 97-54-1,"Phenol, 2-methoxy-4-(1-propenyl)-",III/73,"FLAVOURING, PERFUMING",15/11/2016
33910,EUGENOL,eugenol,eugenolum, 97-53-0,"Phenol, 2-methoxy-4-(2-propenyl)-",III/71,"DENATURANT, PERFUMING, TONIC",12/07/2019
79171,SODIUM C14-17 ALKYL SEC SULFONATE,,, 97489-15-1,"Sulfonic acids, C14-17-sec-alkane, sodium salts",,"CLEANSING, FOAMING, SURFACTANT",15/10/2010
39291,L-CARVYL PROPIONATE,,, 97-45-0,"p-Mentha-1(6),8-dien-2-yl Propanoate",,PERFUMING,02/03/2011
96850,RHEUM RHABARBARUM EXTRACT,,, 97435-16-0,"Rheum Rhabarbarum Extract is the extract of the whole plant, Rheum rhabarbarum, Polygonaceae.",,SKIN CONDITIONING,05/04/2019
90713,RHEUM RHABARBARUM STALK EXTRACT,,, 97435-16-0,"Rheum Rhabarbarum Stalk Extract is the extract of the stalks of Rheum rhabarbarum, Polygonaceae.",,SKIN CONDITIONING,13/03/2014
93909,RHEUM RHABARBARUM STALK JUICE,,, 97435-16-0,"Rheum Rhabarbarum Stalk Juice is the juice expressed from the stalks of Rheum rhabarbarum, Polygonaceae.",,SKIN CONDITIONING,21/06/2016
41480,PINUS PALUSTRIS TWIG LEAF OIL,,, 97435-14-8 / 8002-09-3,"Pinus Palustris Twig Leaf Oil is an essential oil obtained from the twigs leaves of the Swamp Pine, Pinus palustris, Pinaceae",III/112,PERFUMING,15/10/2010
36587,PINUS PALUSTRIS LEAF EXTRACT,,, 97435-14-8,"Pinus Palustris Leaf Extract is an extract of the needles of the Swamp Pine, Pinus palustris, Pinaceae",III/112,TONIC,15/10/2010
41479,PINUS PALUSTRIS TWIG LEAF EXTRACT,,, 97435-14-8,"Pinus Palustris Twig Leaf Extract is an extract obtained from the twigs leaves of the Swamp Pine, Pinus palustris, Pinaceae",III/112,PERFUMING,15/10/2010
82466,PINUS HALEPENSIS BRANCH/LEAF OIL,,, 97435-13-7,"Pinus Halepensis Branch/Leaf Oil is the volatile oil obtained from the branches and leaves of Pinus halepensis, Pinaceae",,MASKING,15/10/2010
55452,CINCHONA PUBESCENS BARK EXTRACT,,, 97435-02-4,"Cinchona Pubescens Bark Extract is an extract of the bark of Cinchona pubescens, Rubiaceae",,SKIN CONDITIONING,15/10/2010
94442,CARVYL ACETATE,,, 97-42-7,"2-Cyclohexen-1-ol, 2-methyl-5-(1-methylethenyl)-, 1-acetate,p-Mentha-6,8-dien-2-ol, acetate",,FLAVOURING,08/09/2016
88073,HYDROLYZED ZANTHOXYLUM PIPERITUM SEED EXTRACT,,, 97404-53-0,"Hydrolyzed Zanthoxylum Piperitum Seed Extract is the hydrolysate of an extract of the seeds of Zanthoxylum piperitum derived by acid, enzyme or other method of hydrolysis, Rutaceae",,SKIN CONDITIONING,21/05/2014
83729,ZANTHOXYLUM PIPERITUM BRANCH/LEAF EXTRACT,,, 97404-53-0,"Zanthoxylum Piperitum Extract is an extract of the fruit of the Prickly Ash, Zanthoxylum piperitum, Rutaceae",,SKIN CONDITIONING,15/10/2010
60261,ZANTHOXYLUM PIPERITUM FRUIT EXTRACT,,, 97404-53-0,"Zanthoxylum Piperitum Extract is an extract of the fruit of the Prickly Ash, Zanthoxylum piperitum, Rutaceae",,SKIN CONDITIONING,15/10/2010
60262,ZANTHOXYLUM PIPERITUM OIL,,, 97404-53-0,"Zanthoxylum Piperitum Oil is the oil obtained from the fruit and fruit pericarp of the Prickly Ash, Zanthoxylum piperitum, Rutaceae",,MASKING,15/10/2010
60263,ZANTHOXYLUM PIPERITUM PEEL EXTRACT,,, 97404-53-0,"Zanthoxylum Piperitum Peel Extract is an extract of the peels of the Prickly Ash, Zanthoxylum piperitum, Rutaceae",,ANTIMICROBIAL,15/10/2010
93746,SMILAX ARISTOLOCHIIFOLIA ROOT EXTRACT,,, 97404-52-9,"Sarsaparilla Extract,Sarsaparilla (Smilax Aristolochiaefolia) Extract",,SKIN CONDITIONING,04/03/2016
83897,DECYLTETRADECYL CETEARATE,,, 97404-34-7,"Fatty Acids, C16-18, 2-Decyltetradecyl Esters",,EMOLLIENT,15/10/2010
56510,HC ORANGE NO. 5,,, 97404-13-2,"1-[(2-Aminoethyl)amino]anthraquinone, monohydrochloride",,HAIR DYEING,15/10/2010
41527,BASIC ORANGE 31,,, 97404-02-9,"2-((4-Aminophenyl)azo)-1,3-dimethyl-1H-imidazolium chloride",,HAIR DYEING,18/11/2016
40835,ALPHA-METHYL-ALPHA-VINYL-BENZENEPROPANENITRILE,,, 97384-48-0,alpha-Ethenyl-alpha-methyl-benzenepropanenitrile,,PERFUMING,02/03/2011
37829,SODIUM COCO-SULFATE,,, 97375-27-4,"Sulfuric acid, monococo alkyl esters, sodium salts",,"CLEANSING, EMULSIFYING, SURFACTANT",15/10/2010
40432,CIS-METHOXYPROPOXYHEXENE,,, 97358-55-9,(Z)-1-(1-Methoxypropoxy)hex-3-ene,,PERFUMING,02/03/2011
40433,TRANS-METHOXYPROPOXYHEXENE,,, 97358-54-8,(E)-1-(1-Methoxypropoxy)hex-3-ene,,PERFUMING,02/03/2011
34630,ISOCETYL STEAROYL STEARATE,,, 97338-28-8,Isohexadecyl 12-[(1-oxooctadecyl)oxy]octadecanoate,,"EMOLLIENT, SKIN CONDITIONING, VISCOSITY CONTROLLING",15/10/2010
34253,HEXACOSYL GLYCOL,,, 97338-12-0,"Hexacosane-1,2-diol",,"HUMECTANT, SKIN CONDITIONING",15/10/2010
35579,OCTACOSANYL GLYCOL,,, 97338-11-9,"Octacosane-1,2-diol",,"EMOLLIENT, STABILISING",15/10/2010
83246,BIS(1-METHYLHEPTYL) MALEATE,,, 97298-48-1,Bis-(1-Methylheptyl)-2-Butenedioate,,"EMOLLIENT, HAIR CONDITIONING, PLASTICISER, SOLVENT",15/10/2010
92875,BISMALEATE,,, 97298-48-1,"Bis-(1-Methylheptyl)-2-Butenedioate,Diisooctyl Maleate",,"EMOLLIENT, HAIR CONDITIONING, PLASTICISER, SOLVENT",11/08/2015
56687,HYDROLYZED ULVA LACTUCA EXTRACT,,, 97281-59-9,"Hydrolyzed Ulva Lactuca Extract is the hydrolysate of Ulva Lactuca Extract derived by acid, enzyme or other method of hydrolysis",,SKIN CONDITIONING,15/10/2010
80487,ULVA LACTUCA EXTRACT,,, 97281-59-9,"Ulva Lactuca Extract is an extract of the Alga, Ulva lactuca, Cyperaceae",,"SKIN CONDITIONING, SKIN PROTECTING",15/10/2010
59939,ULVA LACTUCA POWDER,,, 97281-59-9,"Ulva Lactuca Powder is the powder obtained from the dried, ground Alga, Ulva lactuca, Cyperaceae",,"ABSORBENT, BINDING, VISCOSITY CONTROLLING",15/10/2010
83818,ROSA INDICA FLOWER EXTRACT,,, 97281-55-5,"Rosa Indica Flower Extract is the extract of the flowers of Rosa indica L., Rosaceae",,"ANTIOXIDANT, FLAVOURING, MASKING, PERFUMING",15/10/2010
56659,HYDROGENATED PHOSPHATIDYLCHOLINE,,, 97281-48-6,"Phosphatidylcholines, soya, hydrogenated",,"EMULSIFYING, SKIN CONDITIONING",15/10/2010
55946,DIOSPYROS EBENUM BARK EXTRACT,,, 97281-43-1,"Diospyros Ebenum Bark Extract is the extract of the bark of the Ebony/Persimmon, Diospyros ebenum, Ebenaceae",,SKIN CONDITIONING,15/10/2010
33751,ECHINACEA PALLIDA EXTRACT,,, 97281-15-7,"Echinacea Pallida Extract is an extract of the rhizome and roots of the Coneflower, Echinacea pallida, Compositae",,"MOISTURISING, SKIN CONDITIONING, TONIC",15/10/2010
82282,MUSA BALBISIANA FRUIT EXTRACT,,, 97281-11-3,"Musa Balbisiana Fruit Extract is the extract obtained from the fruit of the Banana, Musa balbisiana, Musaceae",,ANTIOXIDANT,15/10/2010
88638,MUSA ACUMINATA FRUIT EXTRACT,,, 97281-10-2,"Musa Acuminata Fruit Extract is the extract obtained from the fruit of the banana, Musa acuminata, Musaceae",,SKIN CONDITIONING,19/07/2012
88637,MUSA ACUMINATA FRUIT WATER,,, 97281-10-2,"Musa Acuminata Fruit Water is an aqueous solution of the steam distillate obtained from the fruit of the banana, Musa acuminata, Musaceae",,HUMECTANT,02/12/2011
33691,DISTEARDIMONIUM HECTORITE,,, 97280-96-1,"1-Octadecanaminium, N,N-dimethyl-N-octadecyl-, chloride, reaction products with hectorite",,"STABILISING, VISCOSITY CONTROLLING",15/10/2010
34758,ISOSTEARYL ERUCATE,,, 97259-85-3,16-Methylheptadecyl (Z)-docos-13-enoate,,"EMOLLIENT, SKIN CONDITIONING",15/10/2010
31471,"2,2'-THIOBIS(4-CHLOROPHENOL)",fenticlor,, 97-24-5,"2,2'-Thiobis(4-chlorophenol)",,ANTIMICROBIAL,15/10/2010
33262,DICHLOROPHENE,dichlorophen,, 97-23-4,Dichlorophen,III/11,"ANTIMICROBIAL, DEODORANT",15/10/2010
33536,DIPALMITOYLETHYL DIMONIUM CHLORIDE,,, 97158-31-1,Dimethylbis[2-[(1-oxohexadecyl)oxy]ethyl]ammonium chloride,,"ANTISTATIC, HAIR CONDITIONING",15/10/2010
35721,OLIVAMIDE DEA,,, 97043-79-3,"Olive oil, reaction products with diethanolamine",III/60,"FOAM BOOSTING, SURFACTANT",15/10/2010
60166,WELAN GUM,,, 96949-22-3,Welan Gum is a gum produced by the fermentation of Alcaligenes,,"BINDING, EMULSION STABILISING, FILM FORMING, VISCOSITY CONTROLLING",15/10/2010
36562,PICRAMIC ACID,,, 96-91-3,"2-Amino-4,6-dinitrophenol (CI 76540)",,HAIR DYEING,15/11/2016
58024,LACTOBIONIC ACID,,, 96-82-2,4-O-beta-D-Galactopyranosyl-D-gluconic acid,,BUFFERING,15/10/2010
56122,ECTOIN,,, 96702-03-3,"4-Pyrimidinecarboxylic Acid, 1,4,5,6,-Tetrahydro-2-Methyl-, (4S)-",,SKIN CONDITIONING,15/10/2010
56071,ETHYL WHEAT GERMATE,,, 96690-61-8,Ethyl Wheat Germate is the ethyl ester of the fatty acids derived from wheat germ oil,,"HAIR CONDITIONING, SKIN CONDITIONING",15/10/2010
82301,JUGLANS NIGRA BARK EXTRACT,,, 96690-56-1,"Juglans Nigra Leaf Extract is an extract of the bark of the Black Walnut, Juglans nigra L., Juglandaceae",,HAIR CONDITIONING,15/10/2010
57743,JUGLANS NIGRA LEAF EXTRACT,,, 96690-56-1,"Juglans Nigra Leaf Extract is an extract of the leaves of the Black Walnut, Juglans nigra L., Juglandaceae",,ASTRINGENT,15/10/2010
34781,JUGLANS NIGRA SHELL EXTRACT,,, 96690-56-1,"Juglans Nigra Shell Extract is an extract of the shells of the Black Walnut, Juglans nigra L., Juglandaceae",,"ASTRINGENT, EMOLLIENT, MASKING",15/10/2010
86381,SUNFLOWER SEED OIL SORBITOL ESTERS,,, 96690-53-8,Sunflower Seed Oil Sorbitol Esters is the product obtained by the transesterification of Helianthus Annuus (Sunflower) Seed Oil with Sorbitol,,"EMOLLIENT, EMULSIFYING",15/10/2010
